Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1730723555.9319644,95850,1730723555,931546450,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,-0.003490658503988659,0.0017453292519943296,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.33,-0.14,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723555.943187,95851,1730723555,942948580,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.0017453292519943296,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.3,-0.18,10.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723555.952003,95852,1730723555,951543093,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.0017453292519943296,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.37,-0.19,9.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723555.964126,95853,1730723555,962171316,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.003490658503988659,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.28,-0.19,9.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723555.9725564,95854,1730723555,972101450,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0017453292519943296,-0.003490658503988659,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.3,-0.16,10.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723555.983614,95855,1730723555,982189417,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.32,-0.19,10.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0098464,95856,1730723555,991776466,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0017453292519943296,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.29,-0.15,9.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0098822,95857,1730723556,2231359,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.31,-0.19,10.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0119588,95858,1730723556,11516333,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.3,-0.21,10.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.022743,95859,1730723556,22223473,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,-0.003490658503988659,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.29,-0.13,9.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.03201,95860,1730723556,31468153,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.0017453292519943296,-0.0017453292519943296,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.29,-0.13,9.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0431209,95861,1730723556,42585373,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.003490658503988659,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.28,-0.18,10.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.051999,95862,1730723556,51560402,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,-0.003490658503988659,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.32,-0.2,10.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0629234,95863,1730723556,62313557,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.0017453292519943296,0.0,-0.0017453292519943296,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.32,-0.15,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1730723556.0734513,95864,1730723556,71699619,imu_link,0.0,0.0,-0.6573752457940958,0.7535633923016379,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0017453292519943296,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1e-06,-0.26,-0.2,10.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
